,%sInfoEmpty,Showing 0 to 0 of 0 entries,Montre 0 à 0 de 0 entrées,Showing 0 tot 0 van 0 inskrywings,Duke shfaqur 0 deri në 0 prej 0 hyra,عرض 0 إلى 0 من 0 مقالات,Ցույց 0 0 - ից 0 - ը մուտքերի,Показване 0 до 0 от общо 0 вписвания,顯示0到0的0個項目,显示0到0的0个项目,Zobrazeno 0-0 z 0 položek,Toon 0 tot 0 van 0 lemma's,Näitan 0-0 aasta 0 kirjed,Zeige 0 bis 0 von 0 Einträge,Εμφάνιση 0 έως 0 από 0 καταχωρήσεις,दिखा रहा है 0 0 कुल 0 प्रविष्टियों की,Megjelenítése 0-0 a 0 bejegyzés,Sýni 0 til 0 af 0 færslum,Menampilkan 0 sampai 0 dari 0 entri,Mostra 0 a 0 di 0 voci,0エントリーのうち、0から0までを表示,0 항목 0-0보기,Rādu no 0 līdz 0 no 0 ierakstiem,Rodoma 0 iki 0 iš 0 įrašų,Wyświetlono 0 do 0 z 0 pozycji,Exibindo 0 a 0 de 0 entradas,Exibindo 0 a 0 de 0 entradas,Показываю с 0 по 0 из 0 записей,Zobrazené 0-0 z 0 položiek,Mostrar 0 a 0 de 0 entradas,แสดง 0-0 จาก 0 รายการ,0 girdi 0 ile 0 arası gösteriliyor,Показую з 0 по 0 з 0 записів,Hiển thị từ 0 đến 0 của 0 mục
,%sInfoFiltered,(filtered from _MAX_ total entries),(filtré de _MAX_ entrées totales),(Gefiltreer _MAX_ Totaal inskrywings),(Filtruar nga shënimet _MAX_ totalit),(تمت تصفيتها في الفترة من _MAX_ مجموع المقالات),(Ֆիլտրացված են _MAX_ Ընդամենը մուտքերի),(филтрирани от _MAX_ всички записи),（共_MAX_項過濾）,（共_MAX_项过滤）,(filtrována z _MAX_ celkem záznamů),(gefilterd uit _MAX_ totaal aantal lemma's),(filtreeritud 5 sissekandeid kokku),(gefiltert aus insgesamt _MAX_ Einträge),(φιλτράρεται από _MAX_ καταχωρήσεις),(_MAX_ कुल प्रविष्टियों से फ़िल्टर्ड),(kiszűrt összesen _MAX_ entries),(síað frá _MAX_ öllum færslum),(disaring dari _MAX_ entri total),(filtrato da _MAX_ voci totali),（合計_MAX_エントリーからフィルタリング）,(_MAX_ 총 ​​항목에서 제외),(filtrēts no _MAX_ kopējiem ierakstiem),(filtruojamas iš _MAX_ Iš viso įrašų),(filtrowane z _MAX_ wszystkich wpisów),(filtrado a partir de entradas _MAX_ totais),(filtrado de _MAX_ entradas no total),(фильтруется от _MAX_ Всего записей),(filtrovaná z _MAX_ celkom záznamov),(filtrado de _MAX_ entradas totales),(กรองจาก _MAX_ รายการทั้งหมด),(_MAX_ toplam girişler filtrelenir),(Фільтрується від _MAX_ Всього записів),(lọc từ tổng số _MAX_ mục)
,%sInfoThousands,",",&#160;,,&#160;,,,,",",",",&#160;,&#160;,&#160;,&#160;,&#160;,",",&#160;,,,&#160;,",",",",,,&#160;,&#160;,&#160;,,&#160;,.,",",,,
,%sLengthMenu,Show _MENU_ entries,Montrer _MENU_ entrées,Wys _MENU_ inskrywings,Trego _MENU_ hyra,عرض _MENU_ مقالات,Ցուցադրել _MENU_ գրառում,Покажи _MENU_ вписвания,顯示_MENU_項,显示_MENU_项,Zobrazit _MENU_ položek,Toon _MENU_ lemma's,Näita _MENU_ kanded,Zeige _MENU_ Einträge,Εμφάνιση _MENU_ καταχωρήσεις,_MENU_ प्रविष्टियों दिखाएं,Megjelenítés _MENU_ bejegyzés,Sýna _MENU_ færslur,Tampilkan _MENU_ entri,Mostra _MENU_ voci,_MENU_エントリーを表示,_MENU_ 항목을 표시,Parādīt _MENU_ ieraksti,Rodyti _MENU_ įrašai,Pokaż _MENU_ wpisów,Mostrar _MENU_ entradas,Mostrar _MENU_ entradas,Показать _MENU_ записей,Zobraziť _MENU_ položiek,Mostrar _MENU_ entradas,แสดงรายการ _MENU_,_MENU_ girdileri göster,Показати _MENU_ записів,Hiển thị _MENU_ mục
Geomap,%geo-mapcontrol,Map control,Contrôle de la carte,Map beheer,Harta e kontrollit,خريطة مراقبة,Քարտեզ հսկողություն,Карта контрол,地圖控制,地图控制,Mapa ovládání,Kaart controle,Kaart kontroll,Kartensteuerelement,Χάρτης τον έλεγχο,नक्शा नियंत्रण,Térkép ellenőrzés,Kort stjórn,Peta kontrol,Controllo di mappa,マップコントロール,지도 제어,Karte kontrole,Žemėlapis kontrolė,Kontrola mapy,Controle de mapa,Controle de mapa,Привязка аэроснимков к карте,Mapa ovládanie,Control de mapa,การควบคุมแผนที่,Harita kontrol,Прив'язка аерознімків до карти,Điều khiển bản đồ
,%geo-panup,Pan up,Déplacer vers le haut,Pan up,Pan lart,تدوير محوري لأعلى,Համահայկական մինչեւ,Панорама нагоре,向上平移,向上平移,Posunout nahoru,Naar boven verschuiven,Panoraami üles,Nach oben verschieben,Οπτική γωνία: επάνω,ऊपर पैन करें,Felfelé görgetés,Hliðrun upp,Telusur ke atas,Spostati verso l\'alto,上へ移動,위로 이동,Panoramēt uz augšu,Pakreipti aukštyn,Przesuń w górę,Panorâmica para cima,Mover para cima,Передвинуть вверх,Posunúť nahor,Vista panorámica hacia arriba,หันขึ้นด้านบน,Yukarı git,Панорамування вгору,Dời bản đồ lên trên
,%geo-pandown,Pan down,Déplacer vers le bas,Ondertoe te gaan,Pan poshtë,تدوير محوري لأسفل,Համահայկական ներքեւ,Панорама надолу,向下平移,向下平移,Posunout dolů,Naar beneden verschuiven,Panoraami alla,Nach unten verschieben,Οπτική γωνία: κάτω,नीचे पैन करें,Lefelé görgetés,Hliðrun niður,Telusur ke bawah,Spostati verso il basso,下へ移動,아래로 이동,Panoramēt uz leju,Pereiti žemyn,Przesuń w dół,Panorâmica para baixo,Mover para baixo,Передвинуть вниз,Posunúť dolu,Vista panorámica hacia abajo,หันลงด้านล่าง,Aşağı git,Панорамування вниз,Dời bản đồ xuống dưới
,%geo-panleft,Pan left,Déplacer vers la gauche,Pan verlaat,Pan la,تدوير محوري لليسار,Համահայկական մնացել,Панорама наляво,向左平移,向左平移,Posunout doleva,Naar links verschuiven,Pan jäänud,Nach links verschieben,Οπτική γωνία: αριστερά,बाएँ पैन करें,Balra görgetés,Hliðrun til vinstri,Telusur ke kiri,Spostati verso sinistra,左へ移動,좌측으로 이동,Panoramēt pa kreisi,Pakreipti kairėn,Przesuń w lewo,Panorâmica para a esquerda,Mover para a esquerda,Передвинуть влево,Posunúť doľava,Vista panorámica a la izquierda,หันไปทางซ้าย,Sola git,Панорамування вліво,Dời bản đồ sang trái
,%geo-panright,Pan right,Déplacer vers la droite,Pan reg,Drejtë Pan,تدوير محوري لليمين,Համահայկական իրավունք,Панорама надясно,向右平移,向右平移,Posunout doprava,Naar rechts verschuiven,Pan õigus,Nach rechts verschieben,Οπτική γωνία: δεξιά,दाएँ पैन करें,Jobbra görgetés,Hliðrun til hægri,Telusur ke bawah,Spostati verso destra,右へ移動,우측으로 이동,Panoramēt pa labi,Pakreipti dešinėn,Przesuń w prawo,Panorâmica para a direita,Mover para a direita,Передвинуть вправо,Posunúť doprava,Vista panorámica a la derecha,หันไปทางขวา,Sağa git,Панорамування вправо,Dời bản đồ sang phải
,%geo-zoomin,Zoom in,Zoom avant,Zoom in,Zoom në,تكبير,Խոշորացնել,Увеличаване на мащаба,放大,放大,Přiblížit,Inzoomen,Zoom,Vergrößern,Μεγέθυνση,ज़ूम इन करें,Nagyítás,Auka aðdrátt,Perbesar,Zoom avanti,ズームイン,확대,Pievelciet,Artinti,Powiększ,Ampliar,Ampliar,Приблизить,Priblížiť,Aumentar,ขยาย,Yakınlaştır,Збільшити,Phóng to
,%geo-zoomout,Zoom out,Zoom arrière,Zoem uit,Zoom out,تصغير,Փոքրացնել,Намаляване на мащаба,缩小,缩小,Oddálit,Uitzoomen,Vähenda,Verkleinern,Σμίκρυνση,ज़ूम आउट करें,Kicsinyítés,Minnka aðdrátt,Perkecil,Zoom indietro,ズームアウト,축소,Attāliniet,Tolinti,Pomniejsz,Reduzir,Reduzir,Отдалить,Vzdialiť,Reducir,ย่อ,Uzaklaştır,Зменшити,Thu nhỏ
,%geo-zoomworld,Zoom to map extent,Zoom sur l\'étendue de la carte,Zoom mate kaart,Zoom në hartë shtrirjen,التكبير لتعيين حد,Մեծացնել քարտեզը չափը,"Мащаба, за да картата степен",縮放地圖範圍,缩放地图范围,Přiblížit zmapovat rozsah,Zoomen naar kaartgrootte,Zoom kaardistada ulatuse,Zoom auf weit Karte,Ζουμ να χαρτογραφήσει την έκταση,हद तक ज़ूम,Nagyítás feltérképezésére mértékben,Aðdráttur til að kortleggja umfang,Zoom untuk memetakan sejauh,Zoom sull'estensione della mappa,地図を最大に拡大表示する,범위를 매핑 할 수 확대,Zoom uz kartes robežas,Padidinti iki map mastą,Powiększenie do zasięgu mapy,Zoom para mapear extens,Reduzir até o tamanho do mapa,Увеличить для сопоставления степени,Priblížiť zmapovať rozsah,Reducir al mapa completo,การซูมที่ต้องการ map ขอบเขต,Ölçüde haritaya zoom,Збільшити для зіставлення ступеня,Phóng to bản đồ mức độ
,%geo-zoomslider,Drag to zoom,Faites glisser pour faire un zoom,Sleep om te zoom,Drag për zmadhim,السحب للتكبير/التصغير,"Քաշել վրա, այն մեծացնելու","Плъзнете, за да увеличите мащаба",拖動缩放,拖动缩放,Přetažením mapu přiblížíte nebo oddálíte,Sleep de muis om in of uit te zoomen,Lohistage suumimiseks,Ziehen zum Zoomen,Σύρετε για μεγέθυνση,ज़ूम करने के लिए खींचें,Nagyításhoz húzza az egeret,Dragðu til að auka eða minnka aðdrátt,Tarik untuk zoom,Trascina per zoomare,ドラッグしてズームイン・ズームアウト,끌어서 확대/축소,"Pavelciet, lai mainītu attālumu","Vilkite, jei norite pakeisti mastelį","Przeciągnij myszką, aby przybliżyć lub oddalić",Arrastar para aplicar zoom,Arrastar para dar zoom,"Перетащите, чтобы изменить масштаб",Pretiahnutím mapu priblížite,Arrastre para ampliar o reducir,ลากเพื่อซูม,Yakınlaştırmak için sürükleyin,Потягніть для зміни масштабування,Kéo để thu phóng
,%geo-zoomfeature,Zoom to element,Zoom à l\'élément,Zoom in op die element,Zoom në element,تكبير إلى العنصر,Մանրացնել տարր է,Увеличите до елемента,放大到元素,放大的元素,Přiblížit prvku,Zoomen naar onderdeel,Suurendus elemendi,Zoom auf das Element,Ζουμ στο στοιχείο,तत्व परज़ूमकरें,Nagyítás elem,Aðdráttur á frumefni,Zoom ke elemen,Zoom sull\'elemento,エレメントにズームイン,요소로 확대,Tuvināt elementam,Padidinti iki elemento,Powiększ do elementu,Zoom ao elemento,Ampliar/Reduzir elemento,Увеличение до элемента,Priblížiť prvku,Aumentar al elemento,ซูมไปที่องค์ประกอบ,Eleman yakınlaştırma,Збільшення до елемента,Phóng to đến yếu tố
,%geo-accessibilize,"<strong>Keyboard users:</strong> When the map is in focus, use the arrow keys to pan the map and the plus and minus keys to zoom. The arrow keys will not pan the map when zoomed to the map extent.","<strong>Utilisateurs de clavier :</strong> Lorsque la carte a l\'attention, utiliser les touches flèches pour déplacer la carte et utiliser les touches plus et négatif pour faire un zoom. La carte ne peut être déplacée lorsque le zoom est à son étendue maximal.","<strong>Sleutelbord-gebruikers:</strong> Wanneer die kaart in fokus is, gebruik die pyltjie sleutels om die kaart en die plus en minus sleutels om te zoom om die pan. Die pyltjie sleutels om die kaart sal nie die pan wanneer dit aan die kaart mate vergrote.","<strong>Përdoruesit keyboard:</strong> Kur hartë është në fokus, përdorni arrow çelësat për të pan hartë dhe çelësat plus dhe minus për zmadhim. Arrow keys nuk do pan hartën kur zoomed në masën hartë.",<strong>مستخدمي لوحة المفاتيح:</strong> عندما الخريطة هي في التركيز، استخدم مفاتيح الأسهم لتحريك الخريطة ومفاتيح زائد وناقص لتكبير. فإن مفاتيح الأسهم لا تحريك الخريطة عند التكبير إلى حد الخريطة.,"<strong>Ստեղնաշարի գրանցվածները:</strong> Երբ քարտեզը ուշադրության կենտրոնում, օգտագործեք սլաքը բանալիները համահայկական քարտեզի վրա եւ այն, եւ գումարած մինուս բանալին վրա, այն մեծացնելու. Սլաքը բանալիներ չեն համահայկական քարտեզը երբ Մանրացնել է քարտեզ չափով.","Клавиатура потребители: Когато картата е на фокус, използвайте клавишите със стрелки, за да се придвижвате карта и бутоните плюс и минус за увеличение. Клавишите със стрелки, които не са ще видиш картата когато увеличени картата степен.",<strong>鍵盤用戶：</strong>當在地圖上鎖定，使用箭頭鍵移動地圖，並用加號和減號鍵放大。若縮小到極限時，箭頭鍵將不會平移。,<strong>键盘用户：</strong>当在地图上的重点是，使用箭头键移动地图，并加号和减号键放大。箭头键将平移地图时，地图范围缩小到。,"<strong>Klávesové uživatelé:</strong> Pokud je mapa v centru pozornosti, pomocí kláves se šipkami posouvat mapu a plus a mínus pro přiblížení. Kláves se šipkami nebude posouvání mapy při zvětšení na mapu rozsahu.","<strong>Keyboard gebruikers:</strong> Als de kaart is scherpgesteld, gebruikt u de pijltoetsen om de kaart en de plus en min toetsen om in te zoomen pannen. De pijltoetsen functioneren niet als schuiftoetsen bij maximale kaartgrootte.","<strong>Klaviatuur loginud:</strong> Kui kaart on fookuses, kasutage nooleklahve kaarti liigutades ja pluss ja miinus klahvid suumimiseks. Nooleklahve ei pan kaart kui suumitud, et kaart ulatuses.","<strong>Keyboard-Benutzer:</strong> Wenn die Karte im Fokus ist, verwenden Sie die Pfeiltasten, um die Karte und die Plus-und Minus-Tasten zu vergrößern schwenken. Die Pfeiltasten werden nicht schwenken die Karte, wenn die Karte soweit gezoomt.","<strong>Οι χρήστες Πληκτρολόγιο:</strong> Όταν ο χάρτης είναι σε εστίαση, χρησιμοποιήστε τα πλήκτρα βέλους για να μετακινήσετε το χάρτη και τις συν και του ενεργητικού μείον τα τα πλήκτρα για να κάνετε ζουμ. Οι πλήκτρα με τα βέλη δεν θα τηγάνι το χάρτη όταν μεγεθύνεται στο βαθμό που χάρτη.","<strong>कुंजीपटल उपयोगकर्ताओं:</strong> जब नक्शा ध्यान में है, तीर कुंजियों का उपयोग करने के लिए नक्शा और प्लस और माइनस चाबियाँ ज़ूम पैन. तीर कुंजियों का नक्शा पैन नहीं जब नक्शा हद तक जूम.","<strong>Billentyűzet felhasználók:</strong> Ha a térkép a középpontban, a nyílbillentyűkkel mozgathatja a térképet, és a plusz és mínusz gombokkal a képre. A nyilak nem fog mozogni a térképen, ha a térkép kinagyított mértékben.","<strong>Lyklaborð Notendur:</strong> Þegar kort er í fókus, nota arrow takkana til að færa kortið og plús og mínus takkana til að súmma. Örvatakkana mun ekki hliðra kortinu þegar aðdregna inn á kortið marki.","<strong>Pengguna Keyboard:</strong> Bila peta dalam fokus, gunakan tombol panah untuk menggeser peta dan tombol plus dan minus untuk zoom. Tombol panah tidak akan menggeser peta ketika diperbesar sejauh peta.","<strong>Gli utenti della tastiera:</strong> Quando la mappa è a fuoco, utilizzare i tasti freccia per scorrere la mappa e i tasti più e meno per lo zoom. I tasti freccia non scorreranno la mappa quando lo zoom è sull'intera estensione della mappa.",<strong>キーボードをお使いの方へ：</strong>地図が表示されたら、「矢印」キーで上下左右に移動したり、「＋」「－」キーで拡大・縮小できます。地図が最大に拡大表示されている時は、「矢印」キーを使って移動できません。,"<strong>키보드 사용자 :</strong>지도 초점이 때,지도와 확대 할 수있는 플러스 (+) 및 마이너스 키를 이동하려면 화살표 키를 사용합니다. 지도 범위 확대 할 때 화살표 키를지도를 이동하지 않습니다.","<strong>Tastatūras tīklā:</strong> Kad karte ir fokusā, izmantojiet bulttaustiņus, lai pārvietotos karti un plus un mīnus taustiņus, lai tuvinātu. Bulttaustiņi nebūs panoramētu karti kad pietuvināto uz kartes apmērā.","<strong>Klaviatūros Vartotojų:</strong> žemėlapis sufokusuotas, naudokite rodyklių klavišus į panoraminį vaizdą, žemėlapį ir pliuso ir minuso klavišus. Rodyklių klavišus nebus przesuniesz žemėlapį, kai didinimas žemėlapyje,.","<strong>Dla użytkowników klawiatury:</strong> Kiedy mapa jest w centrum, używaj klawiszy strzałek, aby przesunąć mapę oraz klawiszy plus i minus, aby ją powiększyć lub zmniejszyć. Klawisze strzałek nie będą przesuwać mapy po powiększeniu jej do granicy mapy.","<strong>Usuários de teclado:</strong> Quando o mapa está em foco, use as teclas de setas para mover o mapa e as teclas mais e menos para ampliar. As teclas de seta não vai percorrer o mapa quando ampliada na medida em mapa.","<strong>Usuários de teclado:</strong> Quando o mapa estiver em foco, use as teclas de seta para mover o mapa e as teclas de mais e de menos para ampliar e reduzir, respectivamente. As teclas de seta não funcionarão quando a imagem estiver reduzida ao tamanho do mapa.","<strong>Клавиатура пользователей:</strong> Когда карта находится в фокусе, используйте клавиши со стрелками для перемещения по карте и плюс и минус ключи, чтобы увеличить. Стрелками не будет перемещения по карте при увеличении на карту степени.","<strong>Klávesové užívatelia:</strong> Ak je mapa v centre pozornosti, pomocou klávesov so šípkami posúvať mapu a plus a mínus pre priblíženie. Klávesov so šípkami nebude posúvanie mapy pri zväčšení na mapu rozsahu.",,<strong>ผู้ใช้แป้นพิมพ์:</strong> เมื่อแผนที่จะอยู่ในโฟกัสใช้ปุ่มลูกศรเพื่อเลื่อนแผนที่และคีย์บวกและลบเพื่อซูม ปุ่มลูกศรจะไม่เลื่อนแผนที่เมื่อซูมที่มีขอบเขตแผนที่.,"<strong>Klavye kullanıcıları:</strong> harita odakta olduğunda, harita ve yakınlaştırmak için artı ve eksi tuşları kaydırmak için ok tuşlarını kullanın. Harita ölçüde yakınlaştırılmış zaman ok tuşları Haritayı kaydırmak olmaz.","<strong>Клавіатура користувачів:</strong> Коли карта знаходиться у фокусі, використовуйте клавіші зі стрілками для переміщення по карті і плюс і мінус ключі, щоб збільшити. Стрілками не буде переміщення по карті при збільшенні на карту ступеня.","Người sử dụng bàn phím: Khi bản đồ là tập trung, sử dụng các phím mũi tên để xoay bản đồ và các phím dấu cộng và trừ để phóng to. Các phím mũi tên sẽ không xoay bản đồ thu nhỏ đến mức độ bản đồ."
,%geo-ariamap,Map object. The descriptions of the map features are in the table below.,Objet de la carte. Les descriptions des caractéristiques de la carte se trouvent dans la table ci-dessous.,Kaart voorwerp. Die beskrywings van die kaart funksies is in die tabel hieronder.,Harta objekt. Përshkrimet e karakteristika hartë janë në tabelën e mëposhtme.,خريطة الكائن. أوصاف الميزات الخريطة هي في الجدول أدناه.,Քարտեզ օբյեկտի. Նկարագրերը եւ քարտեզը հատկանիշները են ստորեւ բերված աղյուսակում.,Карта обект. Описанията на картата функции са в таблицата по-долу.,地圖物件。下表中描述上面地圖的功能。,地图对象。在地图上的功能的描述在下面的表中。,Mapa objekt. Popisy v mapě funkcí jsou uvedeny v tabulce níže.,Kaart object. De beschrijvingen van de kaart functies staan in de onderstaande tabel.,Kaart objekti.Kirjeldused kaart funktsioonid on alljärgnevas tabelis.,Kartenobjekt. Die Beschreibungen der Karte Funktionen sind in der Tabelle unten.,Χάρτης αντικείμενο. Οι περιγραφές των χαρακτηριστικών του χάρτη αναφέρονται στον πίνακα που ακολουθεί.,नक्शा वस्तु. नक्शा सुविधाओं का विवरण नीचे तालिका में हैं.,Térkép objektumot. A leírások A térkép funkciók az alábbi táblázat tartalmazza.,Kort mótmæla. Lýsingum á kort lögun eru í töflunni hér að neðan.,Peta objek. Deskripsi dari fitur peta dalam tabel di bawah ini.,Oggetto della mappa. Le descrizioni delle caratteristiche della mappa sono nella tabella qui sotto.,地図オブジェクト。地図機能の詳細については以下を参照。,지도 개체입니다. 지도 기능의 설명은 아래 표에 나와 있습니다.,Karte objekts. No kartes funkciju apraksti šajā tabulā.,Žemėlapis objektas. Žemėlapio funkcijų aprašymai žemiau pateiktoje lentelėje.,Obiekt na mapie. Opisy funkcji na mapie są w tabeli poniżej.,Objeto de mapa. As descrições das características do mapa estão na tabela abaixo.,Objeto do mapa. As descrições das características do mapa estão na tabela abaixo.,Карта объектов. Описание функций карты приведены в таблице ниже.,Mapa objekt. Popisy v mape funkcií sú uvedené v tabuľke nižšie.,Objeto: mapa. Las descripciones de las características del mapa están en la tabla a continuación.,วัตถุแผนที่ คำอธิบายของคุณลักษณะแผนที่อยู่ในตารางด้านล่าง.,Harita nesne.Harita özellikleri açıklamaları aşağıdaki tabloda yer almaktadır.,Карта об'єктів. Опис функцій карти наведені в таблиці нижче.,Bản đồ đối tượng. Những mô tả của các tính năng bản đồ trong bảng dưới đây.
,%geo-accessibilizetitle,Instructions: Map Navigation,Instructions : comment naviguer dans la carte,Instruksies: Kaart navigasie,Udhëzime: Harta navigacion,تعليمات: خريطة الملاحة,Հրահանգներ: Նավիգացիոն քարտեզ,Инструкции: навигационна карта,說明：地圖導航,说明：地图导航,Návod: Mapa navigace,Instructies: Kaartnavigatie,Juhised: Kaart navigatsioonini,Anleitung: Kartennavigation,Οδηγίες: Χάρτης πλοήγησης,निर्देश: मानचित्र नेविगेशन,Utasítás: Térkép navigáció,Leiðbeiningar: Kort flakk,Petunjuk: Peta navigasi,Istruzioni: come navigare sulla mappa,地図ナビゲーションの使い方,방법 :지도 탐색,Instrukcijas: Karte navigācija,Instrukcijos: Žemėlapis navigacijos,Instrukcje: nawigacja mapy,Instrucciones: Cómo navegar por el mapa,Instruções: Como navegar pelo mapa,Инструкция: Карта навигации,Návod: Mapa navigácie,Instrucciones: Mapa de navegación,คำแนะนำ: แผนที่นำร่อง,Talimatlar: Harita navigasyon,Інструкція: Карта навігації,Hướng dẫn: Bản đồ Navigation
,%geo-togglelayer,Toggle the display of the layer,Basculer l\'affichage de la couche,Skakel die vertoning van die laag,Nyjëtim shfaqjen e shtresës,تبديل عرض طبقة,Ցուցադրման կամ թաքցնել շերտը,Превключване на дисплея на слоя,該層的顯示切換,该层的显示切换,Přepnout zobrazení vrstvy,Tuimel de weergave van de laag,Lülitab kiht,Umschalten der Anzeige der Schicht,Εναλλαγή την οθόνη του του στρώμα,परत के प्रदर्शन टॉगल करें,Váltás a megjelenítési réteg,Víxla birtingu lag,Mengganti display lapisan,Alternare la visualizzazione del livello,レイヤーの表示・非表示の切り替え,레이어의 표시를 전환,Pārslēgt displeja slāņa,Perjungti sluoksnio rodymą,Przełączyć wyświetlanie warstwy,Alternar a exibição da camada,Alternar a exibição da camada,Включить показ слоя,Prepnúť zobrazenie vrstvy,Cambiar la visualización de la capa,สลับการแสดงผลของชั้น,Katmanı ekran değişikliği,Включити показ шару,Chuyển đổi các màn hình hiển thị của lớp
,%geo-hiddenlayer,This layer is currently hidden.,Cette couche est présentement cachée.,Hierdie laag is tans weggesteek.,Kjo shtresë është e fshehur tani.,حاليا يتم إخفاء هذه الطبقة.,Այս շերտի այժմ թաքնված.,Този слой в момента е скрит.,這層隱藏。,这层隐藏。,Tato vrstva je v současné době skrývá.,Deze laag is momenteel verborgen.,See kiht on praegu peidetud.,Diese Schicht ist im Moment versteckt.,Αυτό το στρώμα είναι κρυφές αυτή τη στιγμή.,इस परत वर्तमान में छिपा हुआ है.,Ez a réteg jelenleg rejtve.,Þetta lag er nú falin.,Lapisan ini saat ini tersembunyi.,Questo livello è attualmente nascosto.,このレイヤーは表示されていません。,이 층은 현재 숨겨져 있습니다!,Šis slānis pašlaik paslēpta.,Šis sluoksnis yra paslėptas.,Warstwa ta jest obecnie ukryta.,Esta camada está oculto.,Esta camada está oculta.,Этот слой скрыт.,Táto vrstva je v súčasnej dobe skrýva!,Esta capa está oculta.,ชั้นนี้ซ่อนอยู่.,Bu katman şu anda gizli olduğu.,Цей шар прихований!,Lớp này hiện đang ẩn!
,%geo-basemapurl,http://geogratis.gc.ca/maps/CBMT,http://geogratis.gc.ca/cartes/CBCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://geogratis.gc.ca/maps/CBMT
,%geo-basemaptitle,CBMT,CBCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBMT
,%geo-select,Select,Sélectionnez,Kies,Zgjedh,حدد,Ընտրել,Изберете,選擇,选择,Vybrat,Selecteren,Valima,Wählen,Επιλέξτε το,चयन,Választ,Veldu,Memilih,Selezionare,選択,선택,Atlasīt,Pasirinkti,Wybrać,Selecionar,Selecionar,Выбирать,Vybrať,Seleccionar,เลือก,Seçmek,Вибирати,Chọn
,%geo-labelselect,Check to select the element on the map,Cochez pour sélectionner cet élément sur la carte,Gaan die element te kies op die kaart,Kontrolloni për të zgjedhur elementin në hartë,تحقق لتحديد عنصر على الخريطة,Ստուգեք ընտրել տարրը քարտեզի վրա,"Проверете, за да изберете елемента на картата",在地圖上檢查選擇的元素,检查选择的元素在地图上,"Zkontrolujte, vyberte prvek na mapě",Vink het element aan om het op de kaart te selecteren,Saate valida elemendi kaardil,Überprüfen Sie das Element auf der Karte auswählen,Ελέγξτε τις για να επιλέξετε το στοιχείο σχετικά με την χάρτη,नक्शे पर तत्व का चयन करने के लिए जाँच करें,"Ellenőrizze, hogy jelölje ki az elemet a térképen",Athugaðu að velja atriði á kortinu,Periksa untuk memilih elemen pada peta,Controllare per selezionare l\'elemento sulla mappa,マップエレメントを選択,지도에서 요소를 선택하려면 선택,"Pārbaudiet, lai izvēlētos elementu uz kartes","Patikrinkite, pasirinkite elementą žemėlapyje",Wybierz element na mapie,Verifique para selecionar o elemento no mapa,Clicar para selecionar o elemento no mapa,"Проверьте, чтобы выбрать элемент на карте","Skontrolujte, vyberte prvok na mape",Haga clic para seleccionar el elemento en el mapa,ตรวจสอบเพื่อเลือกองค์ประกอบบนแผนที่,Harita üzerinde öğe seçmek için kontrol edin,"Перевірте, щоб вибрати елемент на карті",Kiểm tra để chọn phần tử trên bản đồ
Disable/enable PE,%pe-disable,Basic HTML version,Version HTML simplifiée,Basiese HTML-weergawe,Versioni bazë HTML,إصدار HTML الأساسي,հիմնական HTML տարբերակ,Базов HTML версия,基本HTML版本,基本网页格式,Základní HTML verze,Versie in basis-HTML,Lihtsustatud HTML versioon,Grundlegende HTML-Version,Βασικές έκδοση HTML,मूल HTML संस्करण,Egyszerű HTML verzió,Undirstöðu HTML útgáfa,Versi HTML dasar,Versione HTML di base,HTMLベーシック版,기본 HTML 버전,Pamata HTML versija,Pagrindinė HTML versija,Podstawowa wersja HTML,Versão HTML simplificada,Versão HTML simplificada,Базовая версия HTML,Základné HTML verzia,Versión HTML básica,เวอร์ชันพื้นฐานของ HTM​​L,Basit HTML sürümü,Базова версія HTML,Phiên bản HTML cơ bản
,%pe-enable,Standard version,Version standard,Standaard weergawe,Versioni standard,الإصدار القياسي,Դնել,Стандартната версия,標準版本,标准格式,Standardní verze,Standaardversie,Standardversioon,Standardausführung,Βασική έκδοση,मानक संस्करण,Standard verzió,Standard útgáfa,Versi standar,Versione standard,スタンダード版,표준 버전,Standarta versija,Standartinė versija,Wersja standardowa,Versão padrão,Versão padrão,Стандартная версия,Štandardná verzia,Versión estándar,รุ่นมาตรฐาน,Standart sürüm,Стандартна версія,Phiên bản tiêu chuẩn
