,%geo-zoomslider,Drag to zoom,Faites glisser pour faire un zoom,Sleep om te zoom,Drag p�r zmadhim,السحب للتكبير/التصغير,"Плъзнете, за да увеличите мащаба",拖动缩放,拖动缩放,Přetažením mapu přiblížíte nebo oddálíte,Sleep de muis om in of uit te zoomen,Lohistage suumimiseks,Ziehen zum Zoomen,Σύρετε για μεγέθυνση,Nagyításhoz húzza az egeret,dragðu til að auka eða minnka aðdrátt,Tarik untuk zoom,Trascina per eseguire zoom,ドラッグして拡大,끌어서 확대/축소,"Pavelciet, lai mainītu attālumu","Vilkite, jei norite pakeisti mastelį","Przeciągnij myszką, aby przybliżyć lub oddalić",Arrastar para aplicar zoom,Arraste para dar zoom,"Перетащите, чтобы изменить масштаб",Pretiahnutím mapu priblížite,Arrastra para ampliar o reducir,ลากเพื่อซูม,Yakınlaştırmak için sürükleyin,Потягніть для зміни масштабування,Kéo để thu phóng
,%geo-zoomfeature,Zoom to feature,Zoom à l\'élément,Zoom na funksie,Zoom funksion t�,,,,,,,,,,,,,,,,,,,,,,,Aumentar al elemento,,,,
,%geo-ariamap,Map object. The descriptions of the map features are in the table below.,Objet de la carte. Les descriptions des caractéristiques de la carte se trouvent dans la table ci-dessous.,Kaart voorwerp. Die beskrywings van die kaart funksies is in die tabel hieronder.,Harta objekt. P�rshkrimet e karakteristika hart� jan� n� tabel�n e m�poshtme.,,,,,,,,,,,,,,,,,,,,,,,Objeto del mapa. Las descripciones de las características del mapa están en la tabla a continuación.,,,,
,%geo-accessibilize,"<strong>Keyboard users:</strong> When the map is in focus, use the arrow keys to pan the map and the plus and minus keys to zoom. The arrow keys will not pan the map when zoomed to the map extent.","<strong>Utilisateurs de clavier :</strong> Lorsque la carte a l'attention, utiliser les touches flèches pour déplacer la carte et utiliser les touches plus et négatif pour faire un zoom. La carte ne peut être déplacée lorsque le zoom est à son étendue maximal.","<strong>Sleutelbord-gebruikers:</strong> Wanneer die kaart in fokus is, gebruik die pyltjie sleutels om die kaart en die plus en minus sleutels om te zoom om die pan. Die pyltjie sleutels om die kaart sal nie die pan wanneer dit aan die kaart mate vergrote.","<strong>P�rdoruesit keyboard:</strong> Kur hart� �sht� n� fokus, p�rdorni arrow �el�sat p�r t� pan hart� dhe �el�sat plus dhe minus p�r ",,,,,,,,,,,,,,,,,,,,,,,"<strong>Los usuarios de teclado:</strong> Cuando el mapa está en foco, utilice las teclas de flecha para mover el mapa y las teclas más y menos para aumentar. Las teclas de flecha no se desplazará el mapa cuando se encuentra reducida al mapa completo.",,,,
,%geo-accessibilizetitle,Instructions: Map Navigation,Instructions : comment naviguer dans la carte,Instruksies: Kaart navigasie,Udh�zime: Harta navigacion,,,,,,,,,,,,,,,,,,,Instrucciones: Cómo navegar por el mapa,,,,,,,,
,%geo-togglelayer,Toggle the display of the layer,Basculer l'affichage de la couche,Skakel die vertoning van die laag,Nyj�tim shfaqjen e shtres�s,,,,,,,,,,,,,,,,,,,,,,,Cambiar la visualización de la capa,,,,
,%geo-hiddenlayer,This layer is currently hidden!,Cette couche est présentement cachée!,Hierdie laag is tans weggesteek!,Kjo shtres� �sht� e fshehur tani!,,,,,,,,,,,,,,,,,,,,,,,Esta capa está oculta!,,,,
,%geo-basemapurl,http://geogratis.gc.ca/maps/CBMT,http://geogratis.gc.ca/cartes/CBCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,%geo-basemaptitle,CBMT,CBCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,%geo-select,Select,Sélectionnez,Kies,Zgjedh,,,,,,,,,,,,,,,,,,,,,,,Seleccionar,,,,
,%geo-labelselect,Check to select the element on the map,Cochez pour sélectionner cet élément sur la carte,Gaan die element te kies op die kaart,Kontrolloni p�r t� zgjedhur elementin n� hart�,,,,,,,,,,,,,,,,,,,,,,,Haga clic para seleccionar el elemento en el mapa,,,,
Disable/enable PE,%pe-disable,Basic HTML version,Version HTML simplifiée,Basiese HTML-weergawe,Versioni baz� HTML,,,基本HTML版本,基本网页格式,,Versie in basis-HTML,Lihtsustatud HTML versioon,,,Egyszerű HTML verzió,,Versi HTML dasar.,,HTMLベーシック版,,Pamata HTML versija,Pagrindinė HTML versija,Podstawowa wersja HTML,Versão HTML simplificada,,Базовая версия HTML,,Versión HTML básica,,Basit HTML sürümü,Базова версія HTML,
,%pe-enable,Standard version,Version standard,Standaard weergawe,Versioni standard,,,標準版本,标准格式,,Standaardversie,Standardversioon,,,Standard verzió,,Versi standar.,,スタンダード版,,Standarta versija,Standartinė versija,Wersja standardowa,Versão padrão,,Стандартная версия,,Versión estándar,,Standart sürüm,Стандартна версія,
Template strings (Generic),%tmpl-skip-main,Skip to main content,Passer au contenu principal,Slaan oor na hoof inhoud,Kalo tek p�rmbajtja kryesore,,,,,,,,,,,,,,,,,,,,,,,Saltar al contenido principal,,,,
,%tmpl-skip-sec,Skip to secondary menu,Passer au menu secondaire,Slaan oor na sekond볥 menu,Kalo tek menuja sekondare,,,,,,,,,,,,,,,,,,,,,,,Saltar al menú secundaria,,,,
,%tmpl-skip-foot,Skip to footer,Passer au pied de page,Slaan oor na footer,Kalo tek footer,,,,,,Spring naar de pagina-onderkant,otse jalusele,,,,,,,,,,,,,,,,Saltar al pie de página,,,,
,%tmpl-search,Search,Recherche,Soek,K�rko,,,,,,,,,,,,,,,,,,,,,,,Búsqueda,,,,
,%tmpl-search-site,Search website,Recherchez le site Web,Soek webwerf,Website k�rko,,,,搜索网站,,Doorzoek de website,Otsi lehekülge,,,,,,,サイト内検索,,,,Szukaj na stronie,,,,,Buscar en este sitio Web,,,,
,%tmpl-site-menu,Site menu,Menu du site,Webwerf menu,Menu Faqes,,,網站地圖,网站导航,,Site menu,Lehekülje menüü,,,Főmenü,,Menu situs,,サイトメニュー,,Lapas izvēlne,Puslapio meniu,Menu strony,Menu da página,,Меню сайта,,Menú del sitio,,Site menüsü,Меню сайту,
,%tmpl-bcrumb,Breadcrumb trail,Fil d'Ariane,Bread crumb trail,Gjurm�t breadcrumb,,,,,,,,,,,,,,,,,,,,,,,Hilo de Ariadna,,,,
,%tmpl-home,Home,Accueil,Home,Sht�pi,,,,,,,,,,,,,,,,,,,,,,,Página de inicio,,,,
,%tmpl-sec-menu,Secondary menu,Menu secondaire,Sekond볥 menu,Menu mesme,,,第二選單,二级导航,,Secundair menu,Kõrvalmenüü,,,Almenü,,Menu sekunder,,サブメニュー,,sekundārā izvēlne,Antrinis meniu,Menu dodatkowe.,Menu secundário,,Вспомогоательное меню,,Menú secundario,,İkincil menü,Другорядне меню,
,%tmpl-sup-cont,Supplemental content,Contenu supplémentaire,Addisionele inhoud,P�rmbajtja shtes�,,,,,,,,,,,,,,,,,,,,,,,Contenido suplementario,,,,
,%tmpl-foot,Footer,Pied de page,Footer,Futboll,,,,注脚,,Pagina-onderkant,Jalus,,,,,,,フッター,,,,Stopka,,,,,Pie de página,,,,
,%tmpl-date-mod,Date modified:,Date de modification&#160;:,Datum modified:,Data e modifikuar:,,,,,,,,,,,,,,,,,,,,,,,Modificado el:,,,,
,%tmpl-version,Version:,Version&#160;:,Weergawe:,Versioni:,,,,,,,,,,,,,,,,,,,,,,,Versión:,,,,
,%tmpl-signin,Sign in,Ouvrir une session,Teken In,Kyqeni n�,,,,,,,,,,,,,,,,,,,,,,,Iniciar sesión,,,,
,%tmpl-signout,Sign out,Fermer la session,Teken uit,Kyqeni jasht�,,,,,,,,,,,,,,,,,,,,,,,Cerrar sesión,,,,
,%tmpl-myaccount,My account,Mon compte,My rekening,Llogarin� time,,,,,,,,,,,,,,,,,,,,,,,Mi cuenta,,,,
,%tmpl-accountsettings,Account settings,Paramètres du compte,Rekening instellings,Cil�simet e llogaris�,,,,,,,,,,,,,,,,,,,,,,,Configuración de la cuenta,,,,
Template strings (GC Web Usability theme),%tmpl-gc-navbar,Government of Canada navigation bar,Barre de navigation du gouvernement du Canada,Regering van Kanada navigasie bar,Qeveria e Kanadas� navigacion bar,,,,,,,,,,,,,,,,,,,,,,,Barra de navegación del Gobierno de Canadá,,,,
,%tmpl-gc-sig,Government of Canada,Gouvernement du Canada,Regering van Kanada,Qeveria e Kanadas�,,,,,,,,,,,,,,,,,,,,,,,Gobierno de Canadá,,,,
,%tmpl-gc-wmms,Symbol of the Government of Canada,Symbole du gouvernement du Canada,Simbool van die regering van Kanada,Simbol i Qeveris� s� Kanadas�,,,,,,,,,,,,,,,,,,,,,,,Símbolo del Gobierno de Canadá,,,,
,%tmpl-gc-ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca,Canada.gc.ca
,%tmpl-services,Services,Services,Dienste,Sherbime,,,,,,,,,,,,,,,,,,,,,,,,,,,
,%tmpl-depts,Departments,Ministères,Departemente,Departamentet,,,,,,,,,,,,,,,,,,,,,,,,,,,
,%tmpl-priorities,Priorities,Priorités,Prioriteite,Prioritetet,,,,,,,,,,,,,,,,,,,,,,,Prioridades,,,,
,%tmpl-gc-foot,Government of Canada footer,Pied de page du gouvernement du Canada,Regering van Kanada footer,Qeveria e Kanadas� footer,,,,,,Onderkant webpagina Canadese Overheid,Kanada valitsuse jalus,,,,,,,カナダ連邦政府フッター,,,,Stopka Rząd Kanady,,,,,Pie de página del Gobierno de Canadá,,,,
,%tmpl-site-foot,Site footer,Pied de page du site,Site footer,Footer Faqes,,,,网站注脚,,Website-onderkant,Lehekülje jalus,,,,,,,サイトフッター,,,,Stopka,,,,,Site pie de página,,,,
,%tmpl-terms,Terms and conditions,Avis,Terme en voorwaardes,Marrveshje dhe kushte,,,使用條款,限制性规定,,Gebruiksvoorwaarden,Tingimused ja kokkulepped,,,Felhasználási feltételek,,Syarat dan Ketentuan,,利用規約,,Noteikumi,Terminai ir sąlygos,Warunki korzystania z serwisu.,Termos e Condições,,Условия использования,,Términos y Condiciones,,Koşullar ve Kurallar,Умови та правила,
,%tmpl-transparency,Transparency,Transparence,Deursigtigheid,Transparenca,,,透明度,临时,,Transparantie,Läbipaistvus,,,Átláthatóság,,Transparansi,,透明性,,Atklātība,Skaidrumas,Przejrzystość,Transparência,,Прозрачность,,Transparencia,,Saydamlık,Прозорість,
Template strings (GC Web Usability Intranet theme),%tmpl-gcintra-navbar,Intranet navigation bar,Barre de navigation d'intranet,Intranet navigasie bar,Intranet navigacion bar,,,,,,,,,,,,,,,,,,,,,,,Barra de navegación de la intranet,,,,
Filler content (Generic),%tmpl-sub-site-name,Sub-site name,Nom du sous-site,Sub-site naam,N�n-site Emri,,,,,,,,,,,,,,,,,,,,,,,Nombre de sitio secundario,,,,
,%tmpl-fullwidth-head,Full-width header area,Secteur d'en-tête de plein-largeur,Volle wydte header area,Plot�-width zona header,,,,,,,,,,,,,,,,,,,,,,,Area de encabezamiento de lleno-anchura,,,,
,%tmpl-fullwidth-foot,Full-width footer area,Secteur de pied de page de plein-largeur,Volle wydte footer gebied,Plot�-width zona futboll,,,,,,,,,,,,,,,,,,,,,,,Area de pie de página de lleno-anchura,,,,
,%tmpl-section,Section,Section,Artikel,Seksion,,,,,,,,,,,,,,,,,,,,,,,Sección,,,,
,%tmpl-item,Item,Article,Item,Artikull,,,,,,,,,,,,,,,,,,,,,,,Artículo,,,,
,%tmpl-wet,Web Experience Toolkit&#160;(WET),Boîte à outils de l'expérience Web&#160;(BOEW),,,Web Experience Toolkit,,,,,,,,,,,,,,,,,,,,,,,,,,
,%tmpl-base-theme,Base theme,Thème de base,Base tema,Tema baz�,,,,,,,,,,,,,,,,,,,,,,,Tema de base,,,,
,%tmpl-gcwu-theme,GC Web Usability theme,Thème de la facilité d'emploi Web GC,Tema web bruikbaarheid die regering van Kanada,Tema p�rdorshm�ris� web i Qeveris� s� Kanadas�,,,,,,,,,,,,,,,,,,,,,,,Tema de facilidad de empleo del Gobierno de Canadá,,,,
,%tmpl-gcwu-intranet-theme,GC Web Usability Intranet theme,Thème d'intranet de la facilité d'emploi Web GC,Tema web bruikbaarheid intranet die regering van Kanada,Tema p�rdorshm�ris� web p�rdorshm�ris� intranet i Qeveris� s� Kanadas�,,,,,,,,,,,,,,,,,,,,,,,Tema intranet de facilidad de empleo del Gobierno de Canadá,,,,
,%tmpl-wet-theme,WET theme,Thème de la BOEW,Tema WET,Tema WET,,,,,,,,,,,,,,,,,,,,,,,Tema de WET,,,,
,%tmpl-cont-page,Content page,Page de contenu,Inhoud van die bladsy,Faqja P�rmbajtja,,,,,,,,,,,,,,,,,,,,,,,Página de contenido,,,,
,%tmpl-home-page,Home page,Page d'accueil,Home bladsy,Faqja kryesore,,,,,,,,,,,,,,,,,,,,,,,Página de inicio,,,,
,%tmpl-serv-page,Server message page,Page de message du serveur,Bediener boodskap bladsy,Mesazhi server faqe,,,,,,,,,,,,,,,,,,,,,,,Página de mensaje de servidor,,,,
,%tmpl-nosearchlang,No search or language selection link,Sans recherche ou lien de sélection de la langue,Geen soek of taal seleksie skakel,Asnj� k�rkim p�rzgjedhja ose gjuha Lidhje,,,,,,,,,,,,,,,,,,,,,,,Ningún búsqueda ni enlace de selección de idioma,,,,
,%tmpl-nositemenubc,No site menu or breadcrumb trail,Sans menu du site ou fil d'Ariane,Geen site menu of bread crumb roete,Asnj� menu vend ose gjurm�t Breadcrumb,,,,,,,,,,,,,,,,,,,,,,,Ningún menú de sitio ni hilo de Ariadna,,,,
,%tmpl-nosearchlangsitemenubc,"No search, language selection link, site menu or breadcrumb trail","Sans recherche, lien de sélection de la langue, menu du site ou fil d'Ariane","Geen soek, taal seleksie skakel, webwerf menu of bread crumb roete","Jo, k�rko Gjuha zgjedhja link, menu vend apo shteg Breadcrumb",,,,,,,,,,,,,,,,,,,,,,,"Ningún búsqueda, enlace de selección de idioma, menú de sitio ni hilo de Ariadna",,,,
,%tmpl-web-application,Application template,Modèle pour applications,Aansoek sjabloon,Aplikimi template,,,,,,,,,,,,,,,,,,,,,,,Plantilla de aplicación,,,,
,%tmpl-multilingual,Multilingual,Multilingue,Verskeie tale,juh� t� shum�fishta,,,,,,,,,,,,,,,,,,,,,,,Plurilingüe,,,,
,%tmpl-site-title,Site title,Titre du site,Site titel,Gjurm�t breadcrumb,,,,,,,,,,,,,,,,,,,,,,,Título del sitio,,,,
,%tmpl-msg-title,Message title,Titre du message,Titel van die werf,Titulli i faqes,,,,,,,,,,,,,,,,,,,,,,,Título del mensaje,,,,
,%tmpl-sub-site,Sub-site,Sous-site,Subwebwerf,N�n-site,,,,,,,,,,,,,,,,,,,,,,,Sitio secundario,,,,
,%tmpl-wet-project,WET project,Projet de la BOEW,WET projek,Projekti WET,,,,,,,,,,,,,,,,,,,,,,,Proyecto de WET,,,,
,%tmpl-work-examples,Working examples,Exemples pratiques,Werk voorbeelde,Shembuj pune,,,,,,,,,,,,,,,,,,,,,,,Ejemplos prácticos,,,,
,%tmpl-default-app,default appearance,apparence par défaut,standaard voorkoms,Pamja e parazgjedhur,,,,,,,,,,,,,,,,,,,,,,,apariencia predefinida,,,,
,%tmpl-heading,Heading,En-tête,Opskrif,Titull,,,,,,,,,,,,,,,,,,,,,,,Título,,,,
,%tmpl-para,Paragraph,Paragraphe,Paragraaf,Paragraf,,,,,,,,,,,,,,,,,,,,,,,Párrafo,,,,
,%tmpl-link,Link,Lien,Link,Lidhje,,,,,,,,,,,,,,,,,,,,,,,Enlace,,,,
,%tmpl-link-custom,Custom link,Lien personnalisé,Custom skakel,Lidhje Custom,,,,,,,,,,,,,,,,,,,,,,,Enlace personalizado,,,,
,%tmpl-third-party,third party,tiers,derde party,pal� e tret�,,,,,,,,,,,,,,,,,,,,,,,externos,,,,
,%tmpl-file-downloads,file downloads based on file type,téléchargements des fichiers fondés sur le type de fichier,file downloads gebaseer op file type,shkarkime t� skedar�ve t� bazuar n� llojin e file,,,,,,,,,,,,,,,,,,,,,,,archivar descargas basadas en de tipo archivo,,,,
,%tmpl-abbr,Abbreviation,Abréviation,Staat,Shkurtim,,,,,,,,,,,,,,,,,,,,,,,Abreviación,,,,
,%tmpl-ul,unordered list,liste à puces,On-geordende lys,list� t� renditura,,,,,,,,,,,,,,,,,,,,,,,,,,,
,%tmpl-ol,ordered list,liste ordonnée,geordende lys,Lista e urdh�roi,,,,,,,,,,,,,,,,,,,,,,,,,,,
,%tmpl-level,level,niveau,vlak,nivel,,,,,,,,,,,,,,,,,,,,,,,nivel,,,,
,%tmpl-table-caption,Table caption,Légende de table,Tabel caption,Tabela caption,,,,,,,,,,,,,,,,,,,,,,,Título de tabla,,,,
,%tmpl-table-head,Table header,En-tête de table,Table header,Header Tabela,,,,,,,,,,,,,,,,,,,,,,,Encabezamiento de tabla,,,,
,%tmpl-table-data,Table data,Données de table,Tabel data,T� dh�nat Tabela,,,,,,,,,,,,,,,,,,,,,,,Datos de tabla,,,,
,%tmpl-form,Form,Formulaire,Vorm,Form�,,,,,,,,,,,,,,,,,,,,,,,Forma,,,,
,%tmpl-option,Option,Option,Opsie,Alternativ�,,,,,,,,,,,,,,,,,,,,,,,Opción,,,,
,%tmpl-and,and,et,en,dhe,,,,,,,,,,,,,,,,,,,,,,,y,,,,
,%tmpl-submit,Submit,Soumettre,Stuur,Paraqes,,,,,,,,,,,,,,,,,,,,,,,Enviar,,,,
,%tmpl-reset,Reset,Réinitialiser,Herstel,Reset,,,,,,,,,,,,,,,,,,,,,,,Resetear,,,,
,%tmpl-about-us,About us,À propos de nous,Oor ons,Rreth nesh,,,,,,,,,,,,,,,,,,,,,,,Acerca de nosotros,,,,
,%tmpl-our-mandate,Our Mandate,Notre mandat,Ons mandaat,Mandati yn�,,,,,,,,,,,,,,,,,,,,,,,Nuestro mandato,,,,
,%tmpl-our-history,Our history,Notre histoire,Ons geskiedenis,Historia jon�,,,,,,,,,,,,,,,,,,,,,,,Nuestra historia,,,,
,%tmpl-minister,The Minister,Le ministre,Die Minister,Ministri,,,,,,,,,,,,,,,,,,,,,,,El ministro,,,,
,%tmpl-news,News,Nouvelles,Nuus,Lajm,,,,,,,,,,,,,,,,,,,,,,,Noticias,,,,
,%tmpl-news-rel,News releases,Communiqués,Nuusberigte,Shtyp Lajme,,,,,,,,,,,,,,,,,,,,,,,Noticias sueltan,,,,
,%tmpl-media-avisories,Media advisories,Avix aux médias,Media advies,Advisories media,,,,,,,,,,,,,,,,,,,,,,,Medios consultor,,,,
,%tmpl-multimedia,Multimedia,Multimédia,Multimedia,Multimedial,,,,,,,,,,,,,,,,,,,,,,,Multimedia,,,,
,%tmpl-contact-us,Contact us,Contactez-nous,Kontak ons,Na kontaktoni,,,,,,,,,,,,,,,,,,,,,,,Contáctenos,,,,
,%tmpl-phone-nums,Phone numbers,Numéros de téléphone,Telefoonnommers,Numrat e telefonit,,,,,,,,,,,,,,,,,,,,,,,Números de teléfono,,,,
,%tmpl-office-loc,Office locations,Nos bureaux,Kantoor plekke,Zyra vende,,,,,,,,,,,,,,,,,,,,,,,Oficinas,,,,
,%tmpl-stay-connected,Stay connected,Restez branchés,Bly verbind,Q�ndro i lidhur,,,,,,,,,,,,,,,,,,,,,,,Estancia conectó,,,,
,%tmpl-feeds,Feeds,Flux,Feeds,Foto,,,,,,,,,,,,,,,,,,,,,,,Fuentes web,,,,
Filler content (GC Web Usability theme),%tmpl-headlines,Headlines,Nouvelles,Nieuws,Titujt,,,,,,,,,,,,,,,,,,,,,,,Titulares,,,,
,%tmpl-sample-text,Sample text.,Texte modèle.,Monster teks.,Teksti most�r.,,,,,,,,,,,,,,,,,,,,,,,Texto de ejemplo.,,,,
,%tmpl-read-more,Read more,En&#160;plus,Lees meer,Lexo m� shum�,,,,,,,,,,,,,,,,,,,,,,,Lea más,,,,
,%tmpl-priority,Priority,Priorité,Prioriteit,Prioritet,,,,,,,,,,,,,,,,,,,,,,,Prioridades,,,,
,%tmpl-videos,Videos,Vidéo,Videos,Videos,,,,,,,,,,,,,,,,,,,,,,,Vídeos,,,,
,%tmpl-sample-player,Sample video player,Exemple d'un lecteur multimédia,Voorbeeld van 'n video-speler,Video most�r player,,,,,,,,,,,,,,,,,,,,,,,Ejemplo de reproductor de vídeo,,,,
,%tmpl-video-title,Video title,Titre de la vidéo,Video title,Titulli i video,,,,,,,,,,,,,,,,,,,,,,,Título del vídeo,,,,
,%tmpl-desc-video,Short description of the current video.,Description courte de la vidéo actuelle.,Kort beskrywing van die huidige video.,P�rshkrim i shkurt�r i videos aktual.,,,,,,,,,,,,,,,,,,,,,,,Descripción corta del vídeo actual.,,,,
,%tmpl-multi-help,Multimedia help,Aide multimédia,Multimedia hulp,Ndihm� Multimedia,,,,,,,,,,,,,,,,,,,,,,,Ayuda multimedia,,,,
,%tmpl-transcripts,Transcripts and Alternative Formats,Formats de transcription et de remplacement,Transkripsies en alternatiewe formate,Transkriptet dhe formate alternative,,,,,,,,,,,,,,,,,,,,,,,Formatos de transcripción y la sustitución,,,,
,%tmpl-meet-minister,Meet the Minister,Rencontrer le ministre,Ontmoet die Minister,Njihuni me ministrin,,,,,,,,,,,,,,,,,,,,,,,Encuentre al ministro,,,,
,%tmpl-honourable,The Honourable,L'honorable,Die agbare,I nderuar,,,,,,,,,,,,,,,,,,,,,,,El honorable,,,,
,%tmpl-minister-name,minister name,nom du ministre,minister naam,Emri ministri,,,,,,,,,,,,,,,,,,,,,,,nombre del ministro,,,,
,%tmpl-about-minister,About the minister,Le ministre,Oor die minister,Rreth ministrit,,,,,,,,,,,,,,,,,,,,,,,Acerca del ministro,,,,
,%tmpl-portfolio,His portfolio,Son portefeuille,Sy portefeulje,Portofoli i tij,,,,,,,,,,,,,,,,,,,,,,,Su cartera,,,,
